Word,V.Mean.Sum,A.Mean.Sum,Number of Anagrams,Anagrams
blimp,5.14,3.59,1,['blimp']
blindfold,4.55,3.65,1,['blindfold']
blink,5.25,3.12,1,['blink']
blip,4.52,4.4,1,['blip']
blistering,4.24,3.61,1,['blistering']
blitz,5.6,5.9,1,['blitz']
blizzard,4.36,6.53,1,['blizzard']
block,4.48,4.25,1,['block']
blockbuster,5.68,5.35,1,['blockbuster']
blockhead,4.81,4.25,1,['blockhead']
blog,5.14,3.61,1,['glob']
bloke,5,4.24,1,['bloke']
bloodhound,5,4.59,1,['bloodhound']
bloodline,5.71,4,1,['bloodline']
bloodstream,5.05,3.77,1,['bloodstream']
blot,4.37,3.05,2,"['blot', 'bolt']"
blotter,5.5,4.14,2,"['blotter', 'bottler']"
blouse,5.73,3.24,4,"['besoul', 'blouse', 'boules', 'obelus']"
blowfish,4.62,3.95,2,"['blowfish', 'fishbowl']"
blowout,4.27,4.78,3,"['blowout', 'outblow', 'outbowl']"
blowtorch,5.22,5.76,1,['blowtorch']
blue spruce,5.58,3.1,0,[]
bluegrass,5.65,3.35,1,['bluegrass']
blueprint,4.95,3.71,1,['blueprint']
bluff,4.58,4.17,1,['bluff']
blunt,4.65,4.61,1,['blunt']
blur,4.45,3.88,2,"['blur', 'burl']"
blurt,4.9,4.64,1,['blurt']
boar,5,3.08,3,"['boar', 'bora', 'raob']"
board,5.33,3.52,6,"['abord', 'bardo', 'board', 'broad', 'dobra', 'dorab']"
boarder,5.15,3.75,4,"['arbored', 'boarder', 'broader', 'reboard']"
boarding,5.22,3.25,1,['boarding']
boardroom,4.38,3.75,1,['boardroom']
boast,4.24,4.36,5,"['basto', 'boast', 'boats', 'botas', 'sabot']"
boatload,5.45,4.29,1,['boatload']
boatman,5.38,3.6,1,['boatman']
bobcat,5.38,5,1,['bobcat']
bode,4.71,4,2,"['bode', 'dobe']"
bodega,5.05,4,1,['bodega']
bodily,4.74,3.71,1,['bodily']
bodyguard,5.29,4.55,1,['bodyguard']
boil,4.48,5.42,5,"['bilo', 'biol', 'boil', 'lobi', 'obli']"
boiler,4.47,3.23,2,"['boiler', 'reboil']"
bollocks,4.68,4.38,1,['bollocks']
bombardier,4.73,4.48,1,['bombardier']
bombshell,5.68,5.5,1,['bombshell']
bondage,4.38,5.65,2,"['bondage', 'dogbane']"
bone,5.24,4.75,3,"['beno', 'bone', 'ebon']"
boner,5.33,5.15,2,"['boner', 'borne']"
bong,4.26,4.05,1,['bong']
bonkers,4.95,5.08,1,['bonkers']
bonnet,4.89,2.96,2,"['benton', 'bonnet']"
bonny,5.1,3.22,1,['bonny']
bony,4.95,4.89,2,"['byon', 'bony']"
boob,5.29,5.3,2,"['bobo', 'boob']"
bookie,4.57,4,1,['bookie']
bookkeeper,5.58,3.61,1,['bookkeeper']
bookkeeping,5.16,3.48,1,['bookkeeping']
booklet,5.52,3.55,1,['booklet']
bookmaker,5.59,3.09,1,['bookmaker']
boom,4.74,5.57,1,['boom']
boon,4.84,3.45,2,"['bono', 'boon']"
booster,4.52,3.39,2,"['booster', 'reboots']"
boot,5.3,3.95,1,['boot']
booth,5.25,4.35,2,"['bhoot', 'booth']"
bootlegger,5.56,4.85,1,['bootlegger']
booty,5.63,5.43,1,['booty']
booze,5,5.08,1,['booze']
bop,5.63,3.95,2,"['bop', 'pob']"
bopper,5.33,3.23,1,['bopper']
border,4.68,4.3,2,"['border', 'roberd']"
borough,5,3.45,1,['borough']
borrow,5.18,4.55,1,['borrow']
boss,4.76,4.43,2,"['boss', 'sobs']"
botanical,5.77,3.25,2,"['botanical', 'catabolin']"
botany,5.55,3,1,['botany']
bother,4.44,4.2,2,"['bother', 'brothe']"
bottle,5.47,3.32,1,['bottle']
bottleneck,4.5,4.48,1,['bottleneck']
bottling,5.37,3.61,2,"['blotting', 'bottling']"
bottomless,5.71,4.3,1,['bottomless']
bouncer,4.37,4.33,1,['bouncer']
boundary,4.75,4.17,1,['boundary']
bounty,4.37,4.85,1,['bounty']
bourbon,5.7,5.95,1,['bourbon']
bovine,4.4,3.5,1,['bovine']
bow,5.46,3.85,2,"['bow', 'wob']"
bowl,5.67,3.21,2,"['blow', 'bowl']"
bowler,5.18,3.64,4,"['blower', 'bowler', 'reblow', 'worble']"
box,5.33,2.67,1,['box']
boxcar,5.5,4.21,1,['boxcar']
boxer,5.21,4.14,2,"['boxer', 'rebox']"
boxers,5.05,4.52,1,['boxers']
boxing,4.47,5.73,1,['boxing']
boy,5.84,4.11,2,"['boy', 'yob']"
boycott,4.2,5,1,['boycott']
boyhood,5.42,3.45,1,['boyhood']
boyish,5.73,4.63,1,['boyish']
bozo,4.35,4.32,2,"['bozo', 'zobo']"
brace,4.85,3.9,4,"['acerb', 'brace', 'caber', 'cabre']"
bracket,4.63,3.15,1,['bracket']
braid,5.78,3.9,4,"['barid', 'bidar', 'braid', 'rabid']"
brake,4.9,3.82,4,"['baker', 'brake', 'break', 'kebar']"
bran,4.84,2.26,2,"['barn', 'bran']"
branch,5.15,2.67,1,['branch']
brand,5.05,2.82,1,['brand']
brandy,5.67,3.86,1,['brandy']
brash,4.38,3.55,2,"['brash', 'shrab']"
brass,5.05,4,1,['brass']
brass knuckle,4.25,5.23,0,[]
bratwurst,5.65,2.75,1,['bratwurst']
brawn,5,4.65,1,['brawn']
brazen,5,5.67,1,['brazen']
breadth,4.63,3.61,1,['breadth']
break,5.1,4.71,4,"['baker', 'brake', 'break', 'kebar']"
breakaway,4.67,4.6,1,['breakaway']
breathless,4.95,5.73,1,['breathless']
breed,5.74,4.1,3,"['brede', 'breed', 'rebed']"
breeder,4.71,3.79,2,"['breeder', 'rebreed']"
breeding,5.62,3.95,2,"['beringed', 'breeding']"
brethren,5.62,3.71,1,['brethren']
brew,5.42,3.5,1,['brew']
brewery,5.74,4.75,1,['brewery']
briar,4.95,4,1,['briar']
brick,4.65,2.53,1,['brick']
bridge,5.44,3.48,2,"['begird', 'bridge']"
briefcase,5.2,3.59,1,['briefcase']
briefing,4.76,3.58,1,['briefing']
brigade,4.43,4.44,2,"['abridge', 'brigade']"
brim,5.21,4,1,['brim']
bring,5.68,4.29,1,['bring']
brink,4.95,4.22,1,['brink']
brisket,5.6,4.27,1,['brisket']
bro,5.32,3.77,4,"['bor', 'bro', 'orb', 'rob']"
broach,4.47,3.29,1,['broach']
broad,5.14,3.26,6,"['abord', 'bardo', 'board', 'broad', 'dobra', 'dorab']"
broadcast,4.89,4.41,1,['broadcast']
broadcasting,4.68,4.14,1,['broadcasting']
broadsword,5.24,4.62,1,['broadsword']
brochure,4.74,3.43,1,['brochure']
broker,4.15,3.77,1,['broker']
brokerage,4.5,3.57,1,['brokerage']
bromide,4.43,2.75,1,['bromide']
bronco,5.83,4.25,1,['bronco']
bronze,5.81,3.62,2,"['bonzer', 'bronze']"
brooch,5.33,3.64,2,"['brocho', 'brooch']"
brood,4.65,2.57,2,"['brood', 'droob']"
broom,5.5,3.33,2,"['bromo', 'broom']"
broomstick,5,3.32,1,['broomstick']
broth,5.55,2.27,2,"['broth', 'throb']"
brothel,4.63,5.4,1,['brothel']
brow,5.11,3.23,1,['brow']
brown,5.52,3.32,1,['brown']
brownstone,4.74,2.94,1,['brownstone']
browse,5.47,3.57,3,"['bowers', 'bowser', 'browse']"
brush,5.47,3.18,3,"['brush', 'buhrs', 'shrub']"
buckaroo,5.53,4.29,1,['buckaroo']
bucket,4.55,2.96,1,['bucket']
buckle,5.05,3.76,2,"['buckle', 'elbuck']"
bucko,4.78,3.32,1,['bucko']
buckshot,4.76,5.15,1,['buckshot']
buckwheat,5.24,2.7,1,['buckwheat']
budge,4.83,3.95,2,"['budge', 'debug']"
budget,4.56,3.33,1,['budget']
Budweiser,4.62,4.09,0,[]
buffer,5.42,4.05,2,"['buffer', 'rebuff']"
buggy,4.65,4.04,1,['buggy']
bugle,5.05,4.41,2,"['bugle', 'bulge']"
building,5.47,3.35,1,['building']
buildup,5.37,3.55,2,"['buildup', 'upbuild']"
bulk,4.89,3.43,1,['bulk']
bulkhead,4.67,3.65,1,['bulkhead']
bulky,4.21,3.95,1,['bulky']
bulldog,4.74,3.72,1,['bulldog']
bulldozer,4.81,4.05,1,['bulldozer']
bulletin,5.6,2.95,2,"['bulletin', 'unbillet']"
bullfrog,5.05,2.88,1,['bullfrog']
bullhorn,4.3,3.8,1,['bullhorn']
bullion,5.79,3.8,1,['bullion']
bullpen,5.15,4.52,1,['bullpen']
bumblebee,5.43,4.38,1,['bumblebee']
bump,5.05,4.75,1,['bump']
bumper,4.79,3.45,1,['bumper']
bumpy,4.3,4.76,1,['bumpy']
bun,5.47,3.05,3,"['bun', 'nub', 'unb']"
bunch,5.83,2.81,1,['bunch']
bundle,5.1,3.48,2,"['bundle', 'unbled']"
bungee,5.71,6.35,1,['bungee']
bunk,5.43,3.53,2,"['bunk', 'knub']"
bunker,4.7,4.23,1,['bunker']
bunkhouse,5.63,3.9,1,['bunkhouse']
bureau,4.7,3.74,1,['bureau']
burlesque,5.68,5.3,1,['burlesque']
burp,5.38,4.95,1,['burp']
burr,4.33,2.96,1,['burr']
burro,4.86,4.04,4,"['bourr', 'burro', 'robur', 'rubor']"
burrow,5.53,3.52,1,['burrow']
burst,5.43,5.09,2,"['burst', 'strub']"
bus,5.12,3.83,2,"['bus', 'sub']"
busboy,4.71,3.91,1,['busboy']
bush,4.75,2.67,2,"['bush', 'hubs']"
bushel,5.68,4.29,1,['bushel']
bushy,4.53,3.95,1,['bushy']
business,5.48,3.71,1,['business']
business man,4.44,2.9,0,[]
businessman,5.38,3.36,1,['businessman']
busload,4.67,3.7,1,['busload']
bust,4.77,5.8,4,"['bust', 'buts', 'stub', 'tubs']"
buster,4.59,3.71,7,"['berust', 'brutes', 'burets', 'buster', 'rebuts', 'stuber', 'tubers']"
bustle,5.29,4.26,6,"['bluest', 'bluets', 'bustle', 'butles', 'sublet', 'subtle']"
busy,5.41,4.52,2,"['buys', 'busy']"
butcher,4.4,4.15,1,['butcher']
butler,5.62,2.55,4,"['bulter', 'burlet', 'butler', 'turble']"
butt,5.36,5.2,1,['butt']
button,5.48,4.1,1,['button']
buzzard,4.74,5.81,1,['buzzard']
buzzer,5.16,5.4,1,['buzzer']
byline,4.68,3.33,3,"['beinly', 'bienly', 'byline']"
bystander,4.68,3.05,1,['bystander']
byzantine,4.5,3.78,1,['byzantine']
cab,4.81,4.05,3,"['abc', 'bac', 'cab']"
cabaret,5.81,4.59,4,"['abreact', 'bearcat', 'bractea', 'cabaret']"
cabbage,4.6,2.91,1,['cabbage']
cabbie,4.76,4.14,1,['cabbie']
cabinet,5.1,3.75,1,['cabinet']
caboodle,5.15,3.86,1,['caboodle']
cache,4.95,4.14,2,"['cache', 'chace']"
cactus,5.11,4,1,['cactus']
caddie,4.8,2.78,4,"['addice', 'caddie', 'decadi', 'eddaic']"
cadet,4.8,3.48,3,"['acted', 'cadet', 'ectad']"
cafeteria,5.68,4.08,1,['cafeteria']
cahoots,4.84,4.39,1,['cahoots']
calamari,4.2,4.76,0,[]
calcium,5.7,3.14,1,['calcium']
calculate,4.89,3.18,1,['calculate']
calculation,5.33,4.48,1,['calculation']
calendar,5.53,2.9,4,"['calander', 'calandre', 'calendar', 'landrace']"
calf,5.44,3.7,1,['calf']
caliber,4.79,4.1,2,"['caliber', 'calibre']"
calisthenics,5.05,3.88,1,['calisthenics']
caller,5.52,3.41,3,"['caller', 'cellar', 'recall']"
camaraderie,5.85,4.09,1,['camaraderie']
camel,5.29,3.1,4,"['camel', 'clame', 'cleam', 'macle']"
cameraman,4.86,4.31,1,['cameraman']
camouflage,5.85,4.2,1,['camouflage']
campaign,4.55,3.5,2,"['campaign', 'pangamic']"
camper,5.21,4.53,1,['camper']
can opener,5.52,3.37,0,[]
canal,5.71,4.05,1,['canal']
candid,5.58,4,1,['candid']
candidacy,4.8,3.05,1,['candidacy']
candidate,4.5,5.32,1,['candidate']
cane,4.64,3,3,"['acne', 'cane', 'nace']"
canister,4.84,3,7,"['canister', 'ceratins', 'cestrian', 'cisterna', 'creatins', 'irascent', 'scantier']"
canned,4.32,3,1,['canned']
cannon,4.74,5.09,1,['cannon']
cannonball,5.14,4.24,1,['cannonball']
canoe,5.76,3.7,3,"['acone', 'canoe', 'ocean']"
canon,4.9,5.86,2,"['ancon', 'canon']"
canteen,5.05,3.2,2,"['canteen', 'centena']"
cantina,5.6,3.92,2,"['cantina', 'tannaic']"
canvas,5.67,2.7,1,['canvas']
canvass,5.4,3.25,1,['canvass']
canyon,5.5,3.9,2,"['ancony', 'canyon']"
cap,5,3.27,2,"['cap', 'pac']"
capacity,5.14,3.67,1,['capacity']
caper,4.9,3.9,6,"['caper', 'carpe', 'crape', 'pacer', 'perca', 'recap']"
capital,5.29,3.14,2,"['capital', 'palatic']"
capitalist,5.24,3.08,1,['capitalist']
capricious,5,4.2,2,"['auriscopic', 'capricious']"
capsule,5.6,3.45,3,"['capsule', 'specula', 'upscale']"
captain,5.71,3.86,3,"['capitan', 'captain', 'panctia']"
capture,5.05,5.43,3,"['capture', 'cuprate', 'uptrace']"
carbon,4.5,4.05,3,"['bracon', 'carbon', 'corban']"
carburetor,5.06,4.55,1,['carburetor']
card,5.5,2.67,1,['card']
cardboard,4.71,2.25,1,['cardboard']
cardiologist,4.84,4.7,1,['cardiologist']
cardiology,4.76,3.32,1,['cardiology']
cargo,5.21,2.68,1,['cargo']
carnal,5.16,6.24,1,['carnal']
carnation,5.75,3.68,4,"['anarcotin', 'cantorian', 'carnation', 'narcotina']"
carnivorous,4.52,4.48,2,"['carnivorous', 'coronavirus']"
carp,4.55,4.31,3,"['carp', 'crap', 'parc']"
carpal,4.19,3.79,1,['carpal']
carpentry,4.87,4,1,['carpentry']
carpeting,5.16,3,2,"['carpeting', 'preacting']"
carpool,5.05,3.04,2,"['carpool', 'copolar']"
carrier,5.19,2.96,1,['carrier']
carrot,5.79,3.91,2,"['carrot', 'trocar']"
carry,5.67,3.47,1,['carry']
cart,5.37,3.18,2,"['cart', 'trac']"
carte,5.47,2.95,11,"['caret', 'carte', 'cater', 'cerat', 'crate', 'creat', 'creta', 'ecart', 'react', 'recta', 'trace']"
cartilage,4.17,3.53,3,"['cartilage', 'clarigate', 'rectalgia']"
carton,5.3,3.41,4,"['cantor', 'carton', 'contra', 'craton']"
cartridge,5.05,3.06,1,['cartridge']
carve,5.09,4.13,4,"['carve', 'caver', 'crave', 'varec']"
case,5.18,4.14,4,"['aces', 'aesc', 'case', 'esca']"
cashier,5.1,3.45,2,"['cahiers', 'cashier']"
casing,4.3,2.95,1,['casing']
casino,4.68,6.05,2,"['casino', 'sonica']"
cassette,5.36,3.77,2,"['casettes', 'cassette']"
cast,5.26,3.55,4,"['acts', 'cast', 'cats', 'scat']"
catalogue,4.85,3.73,2,"['catalogue', 'coagulate']"
catalyst,5.3,3.38,1,['catalyst']
catamaran,5.29,4.1,1,['catamaran']
catapult,5.25,5.52,1,['catapult']
catch,5.64,4,1,['catch']
catcher,5.39,3.26,2,"['catcher', 'recatch']"
catchphrase,4.89,4.06,1,['catchphrase']
catchy,5.22,4,1,['catchy']
category,5.05,2.67,2,"['category', 'greycoat']"
cater,5.73,3.45,11,"['caret', 'carte', 'cater', 'cerat', 'crate', 'creat', 'creta', 'ecart', 'react', 'recta', 'trace']"
caterpillar,5.25,3.24,1,['caterpillar']
catfish,5.24,4.26,2,"['catfish', 'factish']"
catholic,4.95,2.83,1,['catholic']
cathouse,4.95,4.68,3,"['cathouse', 'outchase', 'soutache']"
catnip,4.74,4.57,1,['catnip']
cattle,5.42,2.64,2,"['cattle', 'tectal']"
catwalk,5.65,4.52,1,['catwalk']
cauldron,4.91,4.41,2,"['cauldron', 'crunodal']"
cauliflower,5.35,2.29,1,['cauliflower']
cause,5.14,3.48,2,"['cause', 'sauce']"
cavalier,5.48,4,2,"['calvaire', 'cavalier']"
cavalry,5.05,4.18,2,"['calvary', 'cavalry']"
cave,5.15,4.39,1,['cave']
caveman,5.4,4.14,1,['caveman']
cavern,5.38,3.63,3,"['carven', 'cavern', 'craven']"
caviar,5.53,3.8,3,"['caviar', 'variac', 'vicara']"
caving,5,4.14,1,['caving']
cayenne,5.55,3.8,1,['cayenne']
ceiling,5.39,2.75,1,['ceiling']
celebrity,5.42,4.86,1,['celebrity']
celery,5.71,2.81,1,['celery']
cellar,4.7,3.14,3,"['caller', 'cellar', 'recall']"
cellist,5.84,3.85,1,['cellist']
cello,5.75,3.83,1,['cello']
cellophane,5.05,3.64,1,['cellophane']
cellular,5.68,3.67,1,['cellular']
celluloid,4.3,2.71,1,['celluloid']
cement,4.62,3.28,1,['cement']
census,4.91,3.54,1,['census']
cent,5.37,3.76,1,['cent']
centennial,5.58,2.86,1,['centennial']
center,5.56,2.62,5,"['center', 'centre', 'entrec', 'recent', 'tenrec']"
centerfold,4.89,4.95,2,"['centerfold', 'centrefold']"
central,5.33,3.5,1,['central']
century,5.36,3.19,1,['century']
ceramic,5.74,3.57,2,"['ceramic', 'racemic']"
ceramics,5.21,2.86,1,['ceramics']
cerebral,4.95,3.7,1,['cerebral']
ceremonial,5.67,4.4,2,"['ceremonial', 'neomiracle']"
certifiable,5.16,4.68,2,"['certifiable', 'rectifiable']"
cervical,4.67,5,1,['cervical']
cervix,4.45,4.58,1,['cervix']
chain,4.79,4.05,3,"['chain', 'chian', 'china']"
chairman,5.57,3.55,1,['chairman']
chalet,5.1,3.83,4,"['achtel', 'chalet', 'thecal', 'thecla']"
chalice,5.19,3.48,2,"['caliche', 'chalice']"
chalk,5,2.9,1,['chalk']
challenger,5.33,4.74,1,['challenger']
chamber,4.73,4.58,4,"['becharm', 'brecham', 'chamber', 'chambre']"
chambermaid,4.65,3.59,1,['chambermaid']
chancellor,4.91,3.67,1,['chancellor']
change,5.09,4.05,1,['change']
changer,4.95,3.15,2,"['changer', 'genarch']"
channel,5.67,2.68,1,['channel']
chant,4.32,3.29,2,"['chant', 'natch']"
chaotic,4.55,6.14,1,['chaotic']
chap,5.1,2.54,2,"['caph', 'chap']"
chaperon,5.1,3.12,3,"['canephor', 'chaperno', 'chaperon']"
chaplain,5.1,3.56,1,['chaplain']
chapter,5.7,3.86,3,"['chapter', 'patcher', 'repatch']"
characteristic,5.57,4.24,1,['characteristic']
characterize,5.5,3.24,1,['characterize']
charge,4.61,4.25,2,"['charge', 'creagh']"
charger,5.28,3.59,1,['charger']
charlatan,4.18,4.72,1,['charlatan']
chart,5.35,3.1,3,"['archt', 'chart', 'ratch']"
charter,5.55,3.84,3,"['charter', 'ratcher', 'rechart']"
chaser,4.72,4.89,9,"['arches', 'ascher', 'casher', 'chares', 'chaser', 'eschar', 'raches', 'recash', 'search']"
chassis,5,3.86,1,['chassis']
chaste,5.81,3.5,6,"['chaste', 'cheats', 'sachet', 'scathe', 'scheat', 'taches']"
chat,5.75,4.27,3,"['cath', 'chat', 'tach']"
chatterbox,4.6,3.94,1,['chatterbox']
chatty,4.42,4.59,2,"['chatty', 'tatchy']"
chauffeur,5.42,4.7,1,['chauffeur']
cheap,5.24,4.47,3,"['chape', 'cheap', 'peach']"
checkbook,4.86,4.29,1,['checkbook']
checker,4.94,3.68,2,"['checker', 'recheck']"
checkered,4.71,3.57,2,"['checkered', 'rechecked']"
checkers,5.24,3.24,2,"['checkers', 'rechecks']"
checkmate,5.14,4.65,1,['checkmate']
checkout,5.6,4.14,1,['checkout']
checkpoint,4.44,4.67,1,['checkpoint']
checkup,4.48,4.73,1,['checkup']
cheeky,5.7,5.47,1,['cheeky']
cheerleader,5.79,5.5,1,['cheerleader']
cheerleading,5.7,4.95,1,['cheerleading']
cheesy,4.9,4.09,2,"['cheesy', 'sychee']"
chemical,4.89,3.41,2,"['alchemic', 'chemical']"
chemist,4.95,3.95,1,['chemist']
chemistry,5.74,4.59,1,['chemistry']
cherub,5.29,3.22,1,['cherub']
chess,5.05,2.86,1,['chess']
chest,5.18,4.95,2,"['chest', 'stech']"
chestnut,5.68,3.43,1,['chestnut']
chew,5.58,3.8,1,['chew']
chewy,5.37,3.82,1,['chewy']
chief,5.83,3.25,2,"['chief', 'fiche']"
childish,4.89,5,1,['childish']
chili,4.45,4.62,2,"['chili', 'lichi']"
chill,5.16,3.25,1,['chill']
chilling,4.67,5.64,1,['chilling']
chilly,4.41,5,1,['chilly']
chimney,4.89,2.45,2,"['chimney', 'hymenic']"
chin,5.07,3.84,2,"['chin', 'inch']"
chiropractor,5.3,4.29,1,['chiropractor']
chisel,5.25,3.55,4,"['chesil', 'chiels', 'chiles', 'chisel']"
chiseler,4.32,3.95,2,"['chiseler', 'rechisel']"
chloride,4.32,4.36,1,['chloride']
choosy,5.29,3.4,1,['choosy']
chop,4.6,4.43,1,['chop']
chopper,5.05,3.55,1,['chopper']
choppers,4.8,5.05,1,['choppers']
chord,5.75,2.72,1,['chord']
choreographer,5.32,4.09,1,['choreographer']
christen,5.7,3.1,4,"['christen', 'citherns', 'cithrens', 'snitcher']"
christening,5.8,3.83,1,['christening']
chromium,4.8,2.9,1,['chromium']
chromosome,4.95,2.88,1,['chromosome']
chubby,4.33,4.88,1,['chubby']
chuck,5.06,3.95,1,['chuck']
chug,5.2,3.19,1,['chug']
chum,5.3,4.18,2,"['chum', 'much']"
chunk,4.67,4,1,['chunk']
church,5.21,3.63,1,['church']
churn,4.84,4.28,2,"['churn', 'runch']"
chutney,5.05,3.38,1,['chutney']
cider,5.6,3.41,5,"['cider', 'cried', 'deric', 'dicer', 'riced']"
cigar,4.4,4.27,3,"['agric', 'cigar', 'craig']"
cilantro,5.81,2.95,3,"['cilantro', 'contrail', 'crotalin']"
cinch,4.47,3.3,1,['cinch']
cinder,4.8,3.91,3,"['cedrin', 'cinder', 'crined']"
cinematography,5.43,4,1,['cinematography']
cipher,5.71,4.55,3,"['ceriph', 'cipher', 'rechip']"
circle,5.76,3.33,2,"['circle', 'cleric']"
circuit,4.82,4.35,1,['circuit']
circuitry,4.4,3.33,1,['circuitry']
circular,5.47,3.4,2,"['circular', 'curricla']"
circulate,5.19,4,1,['circulate']
circulation,5.71,4.05,1,['circulation']
circulatory,5.47,4.29,1,['circulatory']
circumference,5.24,2.71,1,['circumference']
circumstance,5,3.41,1,['circumstance']
circumvent,5,4,1,['circumvent']
circus,5.85,5.45,2,"['circus', 'crucis']"
cirque,5.32,4.6,1,['cirque']
citadel,5.61,3.85,6,"['citadel', 'delicat', 'deltaic', 'dialect', 'edictal', 'lactide']"
cite,4.95,4,3,"['ceti', 'cite', 'tice']"
citywide,5.7,4.57,1,['citywide']
civic,5.74,3.5,1,['civic']
civics,5.33,3.85,1,['civics']
civil,5.8,2.95,1,['civil']
civilian,5.48,3.7,1,['civilian']
claim,5.15,3.9,3,"['claim', 'clima', 'malic']"
clairvoyant,5.79,5.35,1,['clairvoyant']
clam,4.7,3.36,2,"['calm', 'clam']"
clambake,4.6,4.17,1,['clambake']
clamp,4.6,5.05,1,['clamp']
clan,5.2,3.78,1,['clan']
clandestine,5.67,3.95,1,['clandestine']
clapper,5.16,4.45,2,"['clapper', 'crapple']"
clarinet,4.74,3.06,1,['clarinet']
clasp,5.19,3.52,3,"['claps', 'clasp', 'scalp']"
class,5.73,4.43,1,['class']
classic rock,5.79,4.78,0,[]
classification,4.77,3.45,1,['classification']
classified,5.53,4.61,1,['classified']
classify,5.6,4.25,1,['classify']
classroom,5.57,4,1,['classroom']
clause,4.9,3.32,4,"['caelus', 'casule', 'caules', 'clause']"
clavicle,4.42,4,1,['clavicle']
claw,4.65,3.65,2,"['cawl', 'claw']"
clay,5.45,3.84,3,"['acyl', 'clay', 'lacy']"
cleaner,5.8,3.17,4,"['cleaner', 'enclear', 'reclean', 'relance']"
cleanup,4.86,3.04,2,"['cleanup', 'unplace']"
cleat,4.24,3.61,6,"['catel', 'cleat', 'eclat', 'ectal', 'lacet', 'tecla']"
cleavage,5.53,6.29,1,['cleavage']
cleaver,4.95,5.1,1,['cleaver']
cleft,4.36,3.54,2,"['cleft', 'flect']"
clemency,5.15,3.3,1,['clemency']
clergy,4.8,2.95,1,['clergy']
cleric,4.65,3.18,2,"['circle', 'cleric']"
clerical,4.65,3.15,1,['clerical']
clerk,4.76,3.85,1,['clerk']
click,5.7,2.81,1,['click']
clicker,5.32,3.62,2,"['clicker', 'crickle']"
client,5.22,2.95,2,"['client', 'lentic']"
clientele,5.1,3.74,1,['clientele']
cliff,4.77,5.18,1,['cliff']
climate,5.8,3.95,1,['climate']
climb,5.62,3.95,1,['climb']
clinch,4.85,4,1,['clinch']
cling,4.8,4,1,['cling']
clinic,4.95,2.95,1,['clinic']
clinical,4.82,4.1,1,['clinical']
clink,5,4.68,1,['clink']
clip,5.36,2.9,1,['clip']
clipboard,4.75,2.67,1,['clipboard']
clipper,5.67,3.44,2,"['clipper', 'cripple']"
clipping,5.1,4.15,1,['clipping']
clitoris,5.57,5.65,2,"['clitoris', 'coistril']"
cloaking,4.95,3.81,1,['cloaking']
cloakroom,4.95,2.95,1,['cloakroom']
clock,5.65,3.35,1,['clock']
clockwork,5.58,4.23,1,['clockwork']
clone,4.18,3.95,2,"['clone', 'colen']"
cloning,4.29,4.86,1,['cloning']
close,5.23,3.81,4,"['cloes', 'close', 'coles', 'socle']"
closet,5.1,3.55,1,['closet']
closure,5.21,3.19,2,"['closure', 'colures']"
clothe,5.74,3.64,1,['clothe']
clothesline,5.23,4.31,1,['clothesline']
cloudy,4.89,3.36,1,['cloudy']
clout,5.24,4.48,2,"['clout', 'culot']"
clove,5.53,3.32,1,['clove']
clover,5.37,3.06,2,"['clover', 'velcro']"
clown,5.36,4.94,1,['clown']
cluck,4.75,3.9,1,['cluck']
clue,5.38,3.52,2,"['clue', 'luce']"
clunk,4.4,4.1,1,['clunk']
cluster,5.05,4.21,4,"['cluster', 'custrel', 'cutlers', 'relucts']"
clutch,4.8,4.04,2,"['clutch', 'cultch']"
coach,5.72,3.35,3,"['chaco', 'choca', 'coach']"
coachman,5.22,3.05,1,['coachman']
coal,4.56,2.55,4,"['alco', 'coal', 'cola', 'loca']"
coalition,4.9,3.9,3,"['coalition', 'coitional', 'lociation']"
coarse,4.5,3.66,4,"['acrose', 'arcose', 'coarse', 'rosace']"
coaster,5.48,3.39,5,"['certosa', 'coaster', 'coaters', 'creasot', 'recoast']"
coat,5.29,3.1,2,"['coat', 'taco']"
coating,5.25,3.59,3,"['coating', 'cognati', 'cotinga']"
coax,5.26,4.48,2,"['coax', 'coxa']"
cobalt,5.63,3.35,1,['cobalt']
cobra,4.42,5.71,4,"['carbo', 'carob', 'coarb', 'cobra']"
cock,5.05,5.74,1,['cock']
cockpit,5.53,4.9,1,['cockpit']
cocoon,5.22,2.85,1,['cocoon']
cod,5.21,3.95,2,"['cod', 'doc']"
code,4.67,2.76,4,"['code', 'coed', 'deco', 'ecod']"
codeine,4.85,4.72,1,['codeine']
codfish,5.16,3.05,1,['codfish']
coding,5.24,3.45,1,['coding']
